example_id,summary,base_cluster_id,cluster_name,category
23f3a634-7753-43a0-b5d2-2619da4b5cdb,"User offered unsolicited social media management services to the company, which was politely declined as the company handles social media internally",9,Handle unsolicited marketing and spam communications to support channels,Admin/Account management
24a7b4ac-1e96-48f4-a1b5-b538d3cfe643,billing/account management help with LangSmith product for migrating startup plan from US region to EU region while maintaining service continuity,18,Handle LangSmith admin ownership transfers and regional account migrations,Admin/Account management
25da9ea7-4f76-4364-8d0c-57b7a40f8544,Spam email offering legal services contact list - not a legitimate support conversation,3,Filter commercial spam communications misdirected to support channels,Admin/Account management
25e123d7-051a-49c0-a4e8-909a8acd6d89,"billing dispute resolution with LangSmith Product for unexpected $20,000 charge due to high volume of traces and extended data retention",4,Handle LangSmith subscription cancellation and billing refund requests,Admin/Account management
25f0c090-bf87-466b-aa67-4a21a35fd083,User sent spam inquiry offering mobile app development services unrelated to any LangChain products,3,Filter commercial spam communications misdirected to support channels,Admin/Account management
26763d1b-f324-4879-98af-99f68f415a5e,User sent unsolicited sales offer for oil products - unrelated to any LangChain/LangSmith products or services,3,Filter commercial spam communications misdirected to support channels,Admin/Account management
2679403c-9ed3-4460-b497-b9c053bc3c61,account management help with LangSmith Product for region migration from US to EU zone,18,Handle LangSmith admin ownership transfers and regional account migrations,Admin/Account management
26cc2d7b-f374-48d5-999c-ae6ac5896624,meeting cancellation for scheduled call due to participant unavailability and lack of agenda items,5,Handle non-technical business outreach and administrative coordination requests,Admin/Account management
26dfd7b1-fbcf-4b97-8ff3-7ba94386c34f,User received potential spam/phishing message analysis request regarding document signature verification for HR platform integration,10,Handle Admin security spam and phishing prevention,Admin/Account management
270f63aa-8e09-40ad-9a4b-00544beb6a41,follow-up communication regarding a previous email inquiry with no specific technical details provided,8,Handle non-technical administrative support ticket communications and system responses,Admin/Account management
276f5a28-209b-4d6a-9abb-0f612c6317e6,billing/account issues help with startup pricing application and user management for LangSmith account administration,17,Configure LangSmith billing plan setup and subscription management,Admin/Account management
277a2058-a722-4d3e-a714-ca66f7d0f0e1,billing/account help with LangSmith product for invoice recreation with updated billing details,12,Resolve Admin billing invoice generation and document management issues,Admin/Account management
27cd4f46-46b7-4f37-9e2e-69f9cd70e72a,account management help with LangChain Academy certificate reissuance due to incorrect name display from Google account authentication,0,Resolve Admin account setup and LangChain Academy certificate issues,Admin/Account management
27d884a0-8b7e-4440-bdf3-800da83a1134,data deletion help with LangSmith account management for DSAR compliance,2,Handle LangSmith account deletion and data privacy compliance,Admin/Account management
27e7243a-018f-4f40-97fd-458646e95a99,billing/account cancellation help with LangSmith subscription for account management,4,Handle LangSmith subscription cancellation and billing refund requests,Admin/Account management
2810a50d-04e4-42b4-ad43-dfe998913ee9,billing access help with LangSmith account management for enterprise-level billing role without consuming developer seat,17,Configure LangSmith billing plan setup and subscription management,Admin/Account management
28201752-a80d-4737-9bd1-695969db7e17,content publishing opportunity with LangChain blog for multi-agent systems article submission,6,Handle unsolicited guest posting and SEO marketing outreach attempts,Admin/Account management
284228f6-6b45-490a-93ba-c358a9002e2d,authentication/access help with LangSmith license key renewal due to expired 1password link,15,Resolve LangSmith authentication and organization access issues,Admin/Account management
2870358b-591b-4fd0-a4a3-5c2e6c2cd1c2,"User sent unsolicited spam inquiry about paid guest posts and backlinks services, which was declined per company policy against SEO link exchanges",9,Handle unsolicited marketing and spam communications to support channels,Admin/Account management
28bd0489-8c2f-4f83-8790-ed192a0f2a1e,account deletion help with organization and account management for complete account removal,7,Handle Admin account deletion for GDPR DSAR compliance,Admin/Account management
28c0ef9e-9f18-4d2b-9e3c-4e5bf06385da,"billing/account issues help with duplicate LangSmith account charges - had two organizations on startup plans causing double billing, resolved by canceling one plan and issuing refund",4,Handle LangSmith subscription cancellation and billing refund requests,Admin/Account management
290a355d-e477-41cf-a651-855971f62b11,billing/refund help with LangSmith Plus subscription due to pricing misunderstanding and subsequent account access issues,4,Handle LangSmith subscription cancellation and billing refund requests,Admin/Account management
29e5b98c-045d-4ea0-aadd-205760e773d7,account deletion help with LangSmith account management for mistaken signup through GitHub authentication,2,Handle LangSmith account deletion and data privacy compliance,Admin/Account management
2a3094ce-e006-4aa0-9234-1cec3b1e5785,Spam message offering mobile app development services - not a legitimate support conversation,3,Filter commercial spam communications misdirected to support channels,Admin/Account management
2ac6705e-6833-4085-a99d-7b31aa5e0871,User received domain renewal reminder for website hosting service - this appears to be unrelated to LangChain/LangGraph/LangSmith products and is instead about domain registration renewal,3,Filter commercial spam communications misdirected to support channels,Admin/Account management
